,コード,銘柄名,33業種コード,33業種区分
3422,7524,マルシェ,6100,小売業
3423,7525,リックス,6050,卸売業
3424,7527,システムソフト,5250,情報・通信業
3425,7531,清和中央ホールディングス,6050,卸売業
3426,7532,パン・パシフィック・インターナショナルホールディングス,6100,小売業
3427,7537,丸文,6050,卸売業
3428,7538,大水,6050,卸売業
3429,7539,アイナボホールディングス,6050,卸売業
3430,7544,スリーエフ,6100,小売業
3431,7545,西松屋チェーン,6100,小売業
3432,7550,ゼンショーホールディングス,6100,小売業
3433,75505,ゼンショーホールディングス第1回社債型種類株式,6100,小売業
3434,7551,ウェッズ,3700,輸送用機器
3435,7552,ハピネット,6050,卸売業
3436,7554,幸楽苑,6100,小売業
3437,7555,大田花き,6050,卸売業
3438,7561,ハークスレイ,6100,小売業
3439,7562,安楽亭,6100,小売業
3440,7564,ワークマン,6100,小売業
3441,7565,萬世電機,6050,卸売業
3442,7567,栄電子,6050,卸売業
3443,7570,橋本総業ホールディングス,6050,卸売業
3444,7571,ヤマノホールディングス,6100,小売業
3445,7575,日本ライフライン,6050,卸売業
3446,7578,ニチリョク,6100,小売業
3447,7581,サイゼリヤ,6100,小売業
3448,7585,かんなん丸,6100,小売業
3449,7590,タカショー,6050,卸売業
3450,7593,VTホールディングス,6100,小売業
3451,7595,アルゴグラフィックス,5250,情報・通信業
3452,7596,魚力,6100,小売業
3453,7599,IDOM,6050,卸売業
3454,7600,日本エム・ディ・エム,3750,精密機器
3455,7601,ポプラ,6100,小売業
3456,7602,レダックス,6050,卸売業
3457,7603,ジーイエット,6100,小売業
3458,7604,梅の花グループ,6100,小売業
3459,7606,ユナイテッドアローズ,6100,小売業
3460,7607,進和,6050,卸売業
3461,7608,エスケイジャパン,6050,卸売業
3462,7609,ダイトロン,6050,卸売業
3463,7610,テイツー,6100,小売業
3464,7611,ハイデイ日高,6100,小売業
3465,7613,シークス,6050,卸売業
3466,7614,オーエムツーネットワーク,6100,小売業
3467,7615,京都きもの友禅ホールディングス,6100,小売業
3468,7616,コロワイド,6100,小売業
3469,7619,田中商事,6050,卸売業
3470,7621,うかい,6100,小売業
3471,7624,NaITO,6050,卸売業
3472,7625,グローバルダイニング,6100,小売業
3473,7628,オーハシテクニカ,6050,卸売業
3474,7630,壱番屋,6100,小売業
3475,7634,星医療酸器,6050,卸売業
3476,7636,ハンズマン,6100,小売業
3477,7637,白銅,6050,卸売業
3478,7638,NEW　ART　HOLDINGS,6100,小売業
3479,7640,トップカルチャー,6100,小売業
3480,7643,ダイイチ,6100,小売業
3481,7646,PLANT,6100,小売業
3482,7649,スギホールディングス,6100,小売業
3483,7670,オーウエル,6050,卸売業
3484,7673,ダイコー通産,6050,卸売業
3485,7674,NATTY　SWANKYホールディングス,6100,小売業
3486,7677,ヤシマキザイ,6050,卸売業
3487,7678,あさくま,6100,小売業
3488,7679,薬王堂ホールディングス,6100,小売業
3489,7680,軽自動車館,6100,小売業
3490,7681,レオクラン,6050,卸売業
3491,7682,浜木綿,6100,小売業
3492,7683,ダブルエー,6100,小売業
3493,7685,BuySell　Technologies,6050,卸売業
3494,7686,ひとまいる,6100,小売業
3495,7687,ミクリード,6050,卸売業
3496,7689,コパ・コーポレーション,6050,卸売業
3497,7690,カレント自動車,6050,卸売業
3498,7691,C　Channel,6100,小売業
3499,7692,アースインフィニティ,4050,電気・ガス業
3500,7693,北海道歯科産業,6050,卸売業
3501,7694,いつも,6100,小売業
3502,7695,交換できるくん,6100,小売業
3503,7698,アイスコ,6050,卸売業
3504,7699,オムニ・プラス・システム・リミテッド　JDR,6050,卸売業
3505,7701,島津製作所,3750,精密機器
3506,7702,JMS,3750,精密機器
3507,7707,プレシジョン・システム・サイエンス,3750,精密機器
3508,7709,クボテック,3750,精密機器
3509,7711,助川電気工業,3750,精密機器
3510,7713,シグマ光機,3750,精密機器
3511,7715,長野計器,3750,精密機器
3512,7716,ナカニシ,3750,精密機器
3513,7717,ブイ・テクノロジー,3750,精密機器
3514,7719,東京衡機,3750,精密機器
3515,7721,東京計器,3750,精密機器
3516,7722,国際計測器,3750,精密機器
3517,7723,愛知時計電機,3750,精密機器
3518,7725,インターアクション,3750,精密機器
3519,7726,黒田精工,3600,機械
3520,7727,オーバル,3750,精密機器
3521,7729,東京精密,3750,精密機器
3522,7730,マニー,3750,精密機器
3523,7731,ニコン,3750,精密機器
3524,7733,オリンパス,3750,精密機器
3525,7734,理研計器,3750,精密機器
3526,7735,SCREENホールディングス,3650,電気機器
3527,7739,キヤノン電子,3650,電気機器
3528,7740,タムロン,3750,精密機器
3529,7741,HOYA,3750,精密機器
3530,7743,シード,3750,精密機器
3531,7744,ノーリツ鋼機,3750,精密機器
3532,7745,A&Dホロンホールディングス,3750,精密機器
3533,7746,岡本硝子,3750,精密機器
3534,7747,朝日インテック,3750,精密機器
3535,7749,メディキット,3750,精密機器
3536,7751,キヤノン,3650,電気機器
3537,7752,リコー,3650,電気機器
3538,7760,IMV,3750,精密機器
3539,7762,シチズン時計,3750,精密機器
3540,7769,リズム,3750,精密機器
3541,7771,日本精密,3750,精密機器
3542,7774,ジャパン・ティッシュエンジニアリング,3750,精密機器
3543,7775,大研医器,3750,精密機器
3544,7776,セルシード,3750,精密機器
3545,7777,スリー・ディー・マトリックス,3750,精密機器
3546,7779,CYBERDYNE,3750,精密機器
3547,7780,メニコン,3750,精密機器
3548,7781,平山ホールディングス,3750,精密機器
3549,7782,シンシア,3750,精密機器
3550,7791,ドリームベッド,3800,その他製品
3551,7792,コラントッテ,3800,その他製品
3552,7793,イメージ・マジック,3800,その他製品
3553,7794,イーディーピー,3800,その他製品
3554,7795,KYORITSU,3800,その他製品
3555,7800,アミファ,3800,その他製品
3556,7803,ブシロード,3800,その他製品
3557,7804,ビーアンドピー,3800,その他製品
3558,7805,プリントネット,3800,その他製品
3559,7806,MTG,3800,その他製品
3560,7807,幸和製作所,3800,その他製品
3561,7808,シー・エス・ランバー,3800,その他製品
3562,7809,壽屋,3800,その他製品
3563,7810,クロスフォー,3800,その他製品
3564,7811,中本パックス,3800,その他製品
3565,7812,クレステック,3800,その他製品
3566,7813,プラッツ,3800,その他製品
3567,7814,日本創発グループ,3800,その他製品
3568,7815,東京ボード工業,3800,その他製品
3569,7818,トランザクション,3800,その他製品
3570,7819,粧美堂,3800,その他製品
3571,7820,ニホンフラッシュ,3800,その他製品
3572,7821,前田工繊,3800,その他製品
3573,7822,永大産業,3800,その他製品
3574,7823,アートネイチャー,3800,その他製品
3575,7826,フルヤ金属,3800,その他製品
3576,7827,オービス,3800,その他製品
3577,7831,ウイルコホールディングス,3800,その他製品
3578,7832,バンダイナムコホールディングス,3800,その他製品
3579,7833,アイフィスジャパン,3800,その他製品
3580,7836,アビックス,3800,その他製品
3581,7837,アールシーコア,3800,その他製品
3582,7839,SHOEI,3800,その他製品
3583,7840,フランスベッドホールディングス,3800,その他製品
3584,7841,遠藤製作所,3800,その他製品
3585,7844,マーベラス,5250,情報・通信業
3586,7846,パイロットコーポレーション,3800,その他製品
3587,7847,グラファイトデザイン,3800,その他製品
3588,7849,スターツ出版,5250,情報・通信業
3589,7850,総合商研,3800,その他製品
3590,7851,カワセコンピュータサプライ,3800,その他製品
3591,7856,萩原工業,3800,その他製品
3592,7857,セキ,3800,その他製品
3593,7859,アルメディオ,3800,その他製品
3594,7860,エイベックス,5250,情報・通信業
3595,7863,平賀,3800,その他製品
3596,7864,フジシールインターナショナル,3800,その他製品
3597,7865,ピープル,3800,その他製品
3598,7867,タカラトミー,3800,その他製品
3599,7868,広済堂ホールディングス,3800,その他製品
3600,7871,フクビ化学工業,3200,化学
3601,7872,エステールホールディングス,3800,その他製品
3602,7874,レック,3200,化学
3603,7875,竹田iPホールディングス,3800,その他製品
3604,7877,永大化工,3200,化学
3605,7878,光・彩,3800,その他製品
3606,7879,ノダ,3800,その他製品
3607,7883,サンメッセ,3800,その他製品
3608,7885,タカノ,3800,その他製品
3609,7886,ヤマト　モビリティ　&　Mfg.,3200,化学
3610,7887,南海プライウッド,3800,その他製品
3611,7888,三光合成,3200,化学
3612,7893,プロネクサス,3800,その他製品
3613,7896,セブン工業,3800,その他製品
3614,7897,ホクシン,3800,その他製品
3615,7898,ウッドワン,3800,その他製品
3616,7901,マツモト,3800,その他製品
3617,7902,ソノコム,3800,その他製品
3618,7906,ヨネックス,3800,その他製品
3619,7908,きもと,3200,化学
3620,7911,TOPPANホールディングス,3800,その他製品
3621,7912,大日本印刷,3800,その他製品
3622,7914,共同印刷,3800,その他製品
3623,7915,NISSHA,3800,その他製品
3624,7916,光村印刷,3800,その他製品
3625,7917,ZACROS,3200,化学
3626,7918,ヴィア・ホールディングス,6100,小売業
3627,7919,野崎印刷紙業,3800,その他製品
3628,7921,TAKARA　&　COMPANY,3800,その他製品
3629,7922,三光産業,3800,その他製品
3630,7925,前澤化成工業,3200,化学
3631,7927,ムトー精工,3200,化学
3632,7928,旭化学工業,3200,化学
3633,7931,未来工業,3200,化学
3634,7932,ニッピ,3800,その他製品
3635,7936,アシックス,3800,その他製品
3636,7937,ツツミ,3800,その他製品
3637,7938,リーガルコーポレーション,3800,その他製品
3638,7939,研創,3800,その他製品
3639,7940,ウェーブロックホールディングス,3200,化学
3640,7942,JSP,3200,化学
3641,7943,ニチハ,3400,ガラス・土石製品
3642,7944,ローランド,3800,その他製品
3643,7946,光陽社,3800,その他製品
3644,7947,エフピコ,3200,化学
3645,7949,小松ウオール工業,3800,その他製品
3646,7951,ヤマハ,3800,その他製品
3647,7952,河合楽器製作所,3800,その他製品
3648,7953,菊水化学工業,3800,その他製品
3649,7955,クリナップ,3800,その他製品
3650,7956,ピジョン,3800,その他製品
3651,7957,フジコピアン,3800,その他製品
3652,7962,キングジム,3800,その他製品
3653,7963,興研,3800,その他製品
3654,7965,象印マホービン,3650,電気機器
3655,7966,リンテック,3800,その他製品
3656,7970,信越ポリマー,3200,化学
3657,7971,東リ,3200,化学
3658,7972,イトーキ,3800,その他製品
3659,7974,任天堂,3800,その他製品
3660,7975,リヒトラブ,3800,その他製品
3661,7976,三菱鉛筆,3800,その他製品
3662,7979,松風,3750,精密機器
3663,7980,重松製作所,3800,その他製品
3664,7981,タカラスタンダード,3800,その他製品
3665,7983,ミロク,3800,その他製品
3666,7984,コクヨ,3800,その他製品
3667,7985,ネポン,3550,金属製品
3668,7986,日本アイ・エス・ケイ,3800,その他製品
3669,7987,ナカバヤシ,3800,その他製品
3670,7988,ニフコ,3200,化学
3671,7989,立川ブラインド工業,3550,金属製品
3672,7990,グローブライド,3800,その他製品
3673,7991,マミヤ・オーピー,3600,機械
3674,7992,セーラー万年筆,3800,その他製品
3675,7994,オカムラ,3800,その他製品
3676,7995,バルカー,3200,化学
3677,7997,くろがね工作所,3800,その他製品
3678,7999,MUTOHホールディングス,3650,電気機器
3679,8001,伊藤忠商事,6050,卸売業
3680,8002,丸紅,6050,卸売業
3681,8005,スクロール,6100,小売業
3682,8006,ユアサ・フナショク,6050,卸売業
3683,8007,高島,6050,卸売業
3684,8008,ヨンドシーホールディングス,6100,小売業
3685,8011,三陽商会,3100,繊維製品
3686,8012,長瀬産業,6050,卸売業
3687,8013,ナイガイ,3100,繊維製品
3688,8014,蝶理,6050,卸売業
3689,8015,豊田通商,6050,卸売業
3690,8016,オンワードホールディングス,3100,繊維製品
3691,8018,三共生興,6050,卸売業
3692,8020,兼松,6050,卸売業
3693,8022,美津濃,3800,その他製品
3694,8023,DAIKO　XTECH,5250,情報・通信業
3695,8025,ツカモトコーポレーション,6050,卸売業
3696,8029,ルックホールディングス,3100,繊維製品
3697,8030,中央魚類,6050,卸売業
3698,8031,三井物産,6050,卸売業
3699,8032,日本紙パルプ商事,6050,卸売業
3700,8035,東京エレクトロン,3650,電気機器
3701,8037,カメイ,6050,卸売業
3702,8039,築地魚市場,6050,卸売業
3703,8040,東京ソワール,3100,繊維製品
3704,8041,OUGホールディングス,6050,卸売業
3705,8043,スターゼン,6050,卸売業
3706,8045,横浜丸魚,6050,卸売業
3707,8046,丸藤シートパイル,6050,卸売業
3708,8050,セイコーグループ,3750,精密機器
3709,8051,山善,6050,卸売業
3710,8052,椿本興業,6050,卸売業
3711,8053,住友商事,6050,卸売業
3712,8056,BIPROGY,5250,情報・通信業
3713,8057,内田洋行,6050,卸売業
3714,8058,三菱商事,6050,卸売業
3715,8059,第一実業,6050,卸売業
3716,8060,キヤノンマーケティングジャパン,6050,卸売業
3717,8061,西華産業,6050,卸売業
3718,8065,佐藤商事,6050,卸売業
3719,8066,三谷商事,6050,卸売業
3720,8070,東京産業,6050,卸売業
3721,8074,ユアサ商事,6050,卸売業
3722,8075,神鋼商事,6050,卸売業
3723,8076,カノークス,6050,卸売業
3724,8077,トルク,6050,卸売業
3725,8078,阪和興業,6050,卸売業
3726,8079,正栄食品工業,6050,卸売業
3727,8081,カナデン,6050,卸売業
3728,8084,RYODEN,6050,卸売業
3729,8085,ナラサキ産業,6050,卸売業
3730,8086,ニプロ,3750,精密機器
3731,8088,岩谷産業,6050,卸売業
3732,8089,ナイス,6050,卸売業
3733,8091,ニチモウ,6050,卸売業
3734,8093,極東貿易,6050,卸売業
3735,8095,アステナホールディングス,6050,卸売業
3736,8097,三愛オブリ,6050,卸売業
3737,8098,稲畑産業,6050,卸売業
3738,8101,GSIクレオス,6050,卸売業
3739,8103,明和産業,6050,卸売業
3740,8104,クワザワホールディングス,6050,卸売業
3741,8105,Bitcoin　Japan,6050,卸売業
3742,8107,キムラタン,3100,繊維製品
3743,8111,ゴールドウイン,3100,繊維製品
3744,8113,ユニ・チャーム,3200,化学
3745,8115,ムーンバット,6050,卸売業
3746,8117,中央自動車工業,6050,卸売業
3747,8118,キング,3100,繊維製品
3748,8119,三栄コーポレーション,6050,卸売業
3749,8123,川辺,6050,卸売業
3750,8125,ワキタ,6050,卸売業
3751,8127,ヤマトインターナショナル,3100,繊維製品
3752,8129,東邦ホールディングス,6050,卸売業
3753,8130,サンゲツ,6050,卸売業
3754,8131,ミツウロコグループホールディングス,6050,卸売業
3755,8132,シナネンホールディングス,6050,卸売業
3756,8133,伊藤忠エネクス,6050,卸売業
3757,8135,ゼット,6050,卸売業
3758,8136,サンリオ,6050,卸売業
3759,8137,サンワテクノス,6050,卸売業
3760,8138,三京化成,6050,卸売業
3761,8139,ナガホリ,6050,卸売業
3762,8141,新光商事,6050,卸売業
3763,8142,トーホー,6050,卸売業
3764,8143,ラピーヌ,3100,繊維製品
3765,8144,デンキョーグループホールディングス,6050,卸売業
3766,8147,トミタ,6050,卸売業
3767,8150,三信電気,6050,卸売業
3768,8151,東陽テクニカ,6050,卸売業
3769,8152,ソマール,6050,卸売業
3770,8153,モスフードサービス,6050,卸売業
3771,8154,加賀電子,6050,卸売業
3772,8157,都築電気,5250,情報・通信業
3773,8158,ソーダニッカ,6050,卸売業
3774,8159,立花エレテック,6050,卸売業
3775,8160,木曽路,6100,小売業
3776,8163,SRSホールディングス,6100,小売業
3777,8165,千趣会,6100,小売業
3778,8166,タカキュー,6100,小売業
3779,8167,リテールパートナーズ,6100,小売業
3780,8173,上新電機,6100,小売業
3781,8174,日本瓦斯,6100,小売業
3782,8179,ロイヤルホールディングス,6100,小売業
3783,8181,東天紅,6100,小売業
3784,8185,チヨダ,6100,小売業
3785,8194,ライフコーポレーション,6100,小売業
3786,8198,マックスバリュ東海,6100,小売業
3787,8200,リンガーハット,6100,小売業
3788,8202,ラオックスホールディングス,6100,小売業
3789,8203,MrMaxHD,6100,小売業
3790,8207,テンアライド,6100,小売業
3791,8209,フレンドリー,6100,小売業
3792,8214,AOKIホールディングス,6100,小売業
3793,8217,オークワ,6100,小売業
3794,8218,コメリ,6100,小売業
3795,8219,青山商事,6100,小売業
3796,8225,タカチホ,6050,卸売業
3797,8226,理経,6050,卸売業
3798,8227,しまむら,6100,小売業
3799,8230,はせがわ,6100,小売業
3800,8233,高島屋,6100,小売業
3801,8237,松屋,6100,小売業
3802,8242,エイチ・ツー・オー　リテイリング,6100,小売業
3803,8244,近鉄百貨店,6100,小売業
3804,8247,大和,6100,小売業
3805,8252,丸井グループ,6100,小売業
3806,8253,クレディセゾン,7200,その他金融業
3807,8254,さいか屋,6100,小売業
3808,8255,アクシアル　リテイリング,6100,小売業
3809,8260,井筒屋,6100,小売業
3810,8267,イオン,6100,小売業
3811,8273,イズミ,6100,小売業
3812,8275,フォーバル,6050,卸売業
3813,8276,平和堂,6100,小売業
3814,8278,フジ,6100,小売業
3815,8281,ゼビオホールディングス,6100,小売業
3816,8282,ケーズホールディングス,6100,小売業
3817,8283,PALTAC,6050,卸売業
3818,8285,三谷産業,6050,卸売業
3819,8289,Olympicグループ,6100,小売業
3820,8291,日産東京販売ホールディングス,6100,小売業
3822,8303,SBI新生銀行,7050,銀行業
3823,8304,あおぞら銀行,7050,銀行業
3824,8306,三菱UFJフィナンシャル・グループ,7050,銀行業
3825,8308,りそなホールディングス,7050,銀行業
3826,8309,三井住友トラストグループ,7050,銀行業
3827,8316,三井住友フィナンシャルグループ,7050,銀行業
3828,8331,千葉銀行,7050,銀行業
3829,8334,群馬銀行,7050,銀行業
3830,8336,武蔵野銀行,7050,銀行業
3831,8337,千葉興業銀行,7050,銀行業
3832,8338,筑波銀行,7050,銀行業
3833,8341,七十七銀行,7050,銀行業
3834,8343,秋田銀行,7050,銀行業
3835,8344,山形銀行,7050,銀行業
3836,8345,岩手銀行,7050,銀行業
3837,8346,東邦銀行,7050,銀行業
3838,8349,東北銀行,7050,銀行業
3839,8354,ふくおかフィナンシャルグループ,7050,銀行業
3840,8358,スルガ銀行,7050,銀行業
3841,8359,八十二長野銀行,7050,銀行業
3842,8360,山梨中央銀行,7050,銀行業
3843,8361,大垣共立銀行,7050,銀行業
3844,8362,福井銀行,7050,銀行業
3845,8364,清水銀行,7050,銀行業
3846,8365,富山銀行,7050,銀行業
3847,8366,滋賀銀行,7050,銀行業
3848,8367,南都銀行,7050,銀行業
3849,8368,百五銀行,7050,銀行業
3850,8370,紀陽銀行,7050,銀行業
3851,8377,ほくほくフィナンシャルグループ,7050,銀行業
3852,8381,山陰合同銀行,7050,銀行業
3853,8383,鳥取銀行,7050,銀行業
3854,8386,百十四銀行,7050,銀行業
3855,8387,四国銀行,7050,銀行業
3856,8388,阿波銀行,7050,銀行業
3857,8392,大分銀行,7050,銀行業
3858,8393,宮崎銀行,7050,銀行業
3859,8395,佐賀銀行,7050,銀行業
3860,8399,琉球銀行,7050,銀行業
3861,8410,セブン銀行,7050,銀行業
3862,8411,みずほフィナンシャルグループ,7050,銀行業
3863,8416,高知銀行,7050,銀行業
3864,8418,山口フィナンシャルグループ,7050,銀行業
3866,8424,芙蓉総合リース,7200,その他金融業
3867,8425,みずほリース,7200,その他金融業
3868,8439,東京センチュリー,7200,その他金融業
3869,8473,SBIホールディングス,7100,証券、商品先物取引業
3870,8508,Jトラスト,7200,その他金融業
3871,8511,日本証券金融,7200,その他金融業
3872,8518,日本アジア投資,7100,証券、商品先物取引業
3873,8522,名古屋銀行,7050,銀行業
3874,8524,北洋銀行,7050,銀行業
3875,8537,大光銀行,7050,銀行業
3876,8541,愛媛銀行,7050,銀行業
3877,8542,トマト銀行,7050,銀行業
3878,8544,京葉銀行,7050,銀行業
3879,8550,栃木銀行,7050,銀行業
3880,8551,北日本銀行,7050,銀行業
3881,8558,東和銀行,7050,銀行業
3882,8562,福島銀行,7050,銀行業
3883,8563,大東銀行,7050,銀行業
3884,8566,リコーリース,7200,その他金融業
3885,8570,イオンフィナンシャルサービス,7200,その他金融業
3886,8572,アコム,7200,その他金融業
3887,8584,ジャックス,7200,その他金融業
3888,8585,オリエントコーポレーション,7200,その他金融業
3889,8591,オリックス,7200,その他金融業
3890,8593,三菱HCキャピタル,7200,その他金融業
3891,8595,ジャフコ　グループ,7100,証券、商品先物取引業
3892,8596,九州リースサービス,7200,その他金融業
3893,8600,トモニホールディングス,7050,銀行業
3894,8601,大和証券グループ本社,7100,証券、商品先物取引業
3895,8604,野村ホールディングス,7100,証券、商品先物取引業
3896,8609,岡三証券グループ,7100,証券、商品先物取引業
3897,8613,丸三証券,7100,証券、商品先物取引業
3898,8614,東洋証券,7100,証券、商品先物取引業
3899,8616,東海東京フィナンシャル・ホールディングス,7100,証券、商品先物取引業
3900,8617,光世証券,7100,証券、商品先物取引業
3901,8622,水戸証券,7100,証券、商品先物取引業
3902,8624,いちよし証券,7100,証券、商品先物取引業
3903,8628,松井証券,7100,証券、商品先物取引業
3904,8630,SOMPOホールディングス,7150,保険業
3905,8697,日本取引所グループ,7200,その他金融業
3906,8698,マネックスグループ,7100,証券、商品先物取引業
3907,8699,HSホールディングス,7100,証券、商品先物取引業
3908,8700,丸八証券,7100,証券、商品先物取引業
3909,8704,トレイダーズホールディングス,7100,証券、商品先物取引業
3910,8705,日産証券グループ,7100,証券、商品先物取引業
3911,8706,極東証券,7100,証券、商品先物取引業
3912,8707,岩井コスモホールディングス,7100,証券、商品先物取引業
3913,8708,アイザワ証券グループ,7100,証券、商品先物取引業
3914,8713,フィデアホールディングス,7050,銀行業
3915,8714,池田泉州ホールディングス,7050,銀行業
3916,8715,アニコム　ホールディングス,7150,保険業
3917,8725,MS&ADインシュアランスグループホールディングス,7150,保険業
3918,8729,ソニーフィナンシャルグループ,7150,保険業
3919,8737,あかつき本社,7100,証券、商品先物取引業
3920,8739,スパークス・グループ,7100,証券、商品先物取引業
3921,8742,小林洋行,7100,証券、商品先物取引業
3922,8746,unbanked,7100,証券、商品先物取引業
3923,8747,豊トラスティ証券,7100,証券、商品先物取引業
3924,8750,第一生命ホールディングス,7150,保険業
3925,8766,東京海上ホールディングス,7150,保険業
3926,8769,アドバンテッジリスクマネジメント,9050,サービス業
3927,8771,イー・ギャランティ,7200,その他金融業
3928,8772,アサックス,7200,その他金融業
3929,8783,abc,7200,その他金融業
3930,8789,フィンテック　グローバル,7200,その他金融業
3931,8793,NECキャピタルソリューション,7200,その他金融業
3932,8795,T&Dホールディングス,7150,保険業
3933,8798,アドバンスクリエイト,7150,保険業
3934,8801,三井不動産,8050,不動産業
3935,8802,三菱地所,8050,不動産業
3936,8803,平和不動産,8050,不動産業
3937,8804,東京建物,8050,不動産業
3938,8818,京阪神ビルディング,8050,不動産業
3939,8830,住友不動産,8050,不動産業
3940,8835,太平洋興発,6050,卸売業
3941,8836,RISE,8050,不動産業
3942,8841,テーオーシー,8050,不動産業
3943,8844,コスモスイニシア,8050,不動産業
3944,8848,レオパレス21,8050,不動産業
3945,8850,スターツコーポレーション,8050,不動産業
3946,8860,フジ住宅,8050,不動産業
3947,8864,空港施設,8050,不動産業
3948,8869,明和地所,8050,不動産業
3949,8871,ゴールドクレスト,8050,不動産業
3950,8876,リログループ,9050,サービス業
3951,8877,エスリード,8050,不動産業
3952,8881,日神グループホールディングス,8050,不動産業
3953,8887,シーラホールディングス,8050,不動産業
3954,8891,AMGホールディングス,8050,不動産業
3955,8892,エスコン,8050,不動産業
3956,8894,REVOLUTION,8050,不動産業
3957,8897,MIRARTHホールディングス,8050,不動産業
3958,8898,センチュリー21・ジャパン,8050,不動産業
3959,8904,AVANTIA,8050,不動産業
3960,8908,毎日コムネット,8050,不動産業
3961,8912,エリアクエスト,8050,不動産業
3962,8914,エリアリンク,8050,不動産業
3963,8917,ファースト住建,8050,不動産業
3964,8918,ランド,8050,不動産業
3965,8919,カチタス,8050,不動産業
3966,8920,東祥,9050,サービス業
3967,8921,シーズクリエイト,8050,不動産業
3968,8923,トーセイ,8050,不動産業
3969,8927,明豊エンタープライズ,8050,不動産業
3970,8928,穴吹興産,8050,不動産業
3971,8929,青山財産ネットワークス,8050,不動産業
3972,8931,和田興産,8050,不動産業
3973,8934,サンフロンティア不動産,8050,不動産業
3974,8935,FJネクストホールディングス,8050,不動産業
3975,8938,グローム・ホールディングス,8050,不動産業
3976,8944,ランドビジネス,8050,不動産業
3977,8945,サンネクスタグループ,8050,不動産業
3978,8946,ASIAN　STAR,8050,不動産業
4003,8995,誠建設工業,8050,不動産業
4004,8996,ハウスフリーダム,8050,不動産業
4005,8999,グランディハウス,8050,不動産業
4006,9001,東武鉄道,5050,陸運業
4007,9003,相鉄ホールディングス,5050,陸運業
4008,9005,東急,5050,陸運業
4009,9006,京浜急行電鉄,5050,陸運業
4010,9007,小田急電鉄,5050,陸運業
4011,9008,京王電鉄,5050,陸運業
4012,9009,京成電鉄,5050,陸運業
4013,9010,富士急行,5050,陸運業
4014,9012,秩父鉄道,5050,陸運業
4015,9017,新潟交通,5050,陸運業
4016,9020,東日本旅客鉄道,5050,陸運業
4017,9021,西日本旅客鉄道,5050,陸運業
4018,9022,東海旅客鉄道,5050,陸運業
4019,9023,東京地下鉄,5050,陸運業
4020,9024,西武ホールディングス,5050,陸運業
4021,9025,鴻池運輸,5050,陸運業
4022,9028,ゼロ,5050,陸運業
4023,9029,ヒガシホールディングス,5050,陸運業
4024,9031,西日本鉄道,5050,陸運業
4025,9033,広島電鉄,5050,陸運業
4026,9034,南総通運,5050,陸運業
4027,9036,東部ネットワーク,5050,陸運業
4028,9037,ハマキョウレックス,5050,陸運業
4029,9039,サカイ引越センター,5050,陸運業
4030,9041,近鉄グループホールディングス,5050,陸運業
4031,9042,阪急阪神ホールディングス,5050,陸運業
4032,9044,南海電気鉄道,5050,陸運業
4033,9045,京阪ホールディングス,5050,陸運業
4034,9046,神戸電鉄,5050,陸運業
4035,9048,名古屋鉄道,5050,陸運業
4036,9049,京福電気鉄道,5050,陸運業
4037,9051,センコン物流,5050,陸運業
4038,9052,山陽電気鉄道,5050,陸運業
4039,9057,遠州トラック,5050,陸運業
4040,9059,カンダホールディングス,5050,陸運業
4041,9060,日本ロジテム,5050,陸運業
4042,9063,岡山県貨物運送,5050,陸運業
4043,9064,ヤマトホールディングス,5050,陸運業
4044,9065,山九,5050,陸運業
4045,9067,丸運,5050,陸運業
4046,9068,丸全昭和運輸,5050,陸運業
4047,9069,センコーグループホールディングス,5050,陸運業
4048,9072,ニッコンホールディングス,5050,陸運業
4049,9073,京極運輸商事,5050,陸運業
4050,9074,日本石油輸送,5050,陸運業
4051,9075,福山通運,5050,陸運業
4052,9076,セイノーホールディングス,5050,陸運業
4053,9081,神奈川中央交通,5050,陸運業
4054,9082,大和自動車交通,5050,陸運業
4055,9083,神姫バス,5050,陸運業
4056,9087,タカセ,5050,陸運業
4057,9090,AZ-COM丸和ホールディングス,5050,陸運業
4058,9101,日本郵船,5100,海運業
4059,9104,商船三井,5100,海運業
4060,9107,川崎汽船,5100,海運業
4061,9110,NSユナイテッド海運,5100,海運業
4062,9115,明海グループ,5100,海運業
4063,9119,飯野海運,5100,海運業
4064,9127,玉井商船,5100,海運業
4065,9130,共栄タンカー,5100,海運業
4066,9142,九州旅客鉄道,5050,陸運業
4067,9143,SGホールディングス,5050,陸運業
4068,9145,ビーイングホールディングス,5050,陸運業
4069,9146,五健堂ホールディングス,5050,陸運業
4070,9147,NIPPON　EXPRESSホールディングス,5050,陸運業
4071,9149,大友ロジスティクスサービス,5050,陸運業
4072,9156,はなホールディングス,9050,サービス業
4073,9158,シーユーシー,9050,サービス業
4074,9159,W　TOKYO,9050,サービス業
4075,9160,ノバレーゼ,9050,サービス業
4076,9162,ブリーチ,9050,サービス業
4077,9163,ナレルグループ,9050,サービス業
4078,9165,クオルテック,9050,サービス業
4079,9166,GENDA,9050,サービス業
4080,9168,ライズ・コンサルティング・グループ,9050,サービス業
4081,9169,大伸社,9050,サービス業
4082,9171,栗林商船,5100,海運業
4083,9173,東海汽船,5100,海運業
4084,9193,東京汽船,5200,倉庫・運輸関連業
4085,9201,日本航空,5150,空運業
4086,9202,ANAホールディングス,5150,空運業
